"","State","County","Census_Pop_2020","Population_Estimate_2023","Births_2023","Deaths_2023"
"1569","MO","Pemiscot County",15661,14613,181,285
"1570","MO","Perry County",18956,18950,206,221
"1571","MO","Pettis County",42980,43530,581,504
"1572","MO","Phelps County",44638,45284,431,541
"1573","MO","Pike County",17587,17935,194,217
"1574","MO","Platte County",106718,111940,1205,866
"1575","MO","Polk County",31519,32780,381,409
"1576","MO","Pulaski County",53955,53812,712,418
"1577","MO","Putnam County",4681,4638,61,85
"1578","MO","Ralls County",10355,10489,99,134
"1579","MO","Randolph County",24716,24109,282,326
"1580","MO","Ray County",23158,23182,245,338
"1581","MO","Reynolds County",6096,5950,59,103
"1582","MO","Ripley County",10679,10806,133,220
"1583","MO","St. Charles County",405262,416659,4078,3353
"1584","MO","St. Clair County",9284,9752,116,152
"1585","MO","Ste. Genevieve County",18479,18642,182,227
"1586","MO","St. Francois County",66922,67058,654,903
"1587","MO","St. Louis County",1004125,987059,10035,10364
"1588","MO","Saline County",23333,23049,242,294
"1589","MO","Schuyler County",4032,4053,62,59
"1590","MO","Scotland County",4716,4676,83,59
"1591","MO","Scott County",38059,37889,467,526
"1592","MO","Shannon County",7031,7238,87,124
"1593","MO","Shelby County",6103,5931,65,92
"1594","MO","Stoddard County",28672,28397,331,447
"1595","MO","Stone County",31076,32658,272,465
"1596","MO","Sullivan County",5999,5797,66,81
"1597","MO","Taney County",56066,56775,579,721
"1598","MO","Texas County",24487,25619,276,388
"1599","MO","Vernon County",19707,19710,236,322
"1600","MO","Warren County",35532,37806,440,422
"1601","MO","Washington County",23514,23534,265,366
"1602","MO","Wayne County",10974,10811,116,216
"1603","MO","Webster County",39085,41472,609,464
"1604","MO","Worth County",1973,1907,23,41
"1605","MO","Wright County",18188,19403,251,291
"1606","MO","St. Louis city",301578,281754,3415,3099
"1607","MT","Beaverhead County",9371,9885,87,116
"1608","MT","Big Horn County",13124,12751,155,160
"1609","MT","Blaine County",7044,6899,84,69
"1610","MT","Broadwater County",6774,8032,84,87
"1611","MT","Carbon County",10473,11419,76,105
"1612","MT","Carter County",1415,1418,14,12
"1613","MT","Cascade County",84414,84900,948,886
"1614","MT","Chouteau County",5895,5847,34,66
"1615","MT","Custer County",11867,11985,104,147
"1616","MT","Daniels County",1661,1633,15,20
"1617","MT","Dawson County",8940,8810,84,128
"1618","MT","Deer Lodge County",9421,9673,70,123
"1619","MT","Fallon County",3049,2994,33,33
"1620","MT","Fergus County",11446,11772,104,163
"1621","MT","Flathead County",104357,113679,1157,1092
"1622","MT","Gallatin County",118960,126409,1266,606
"1623","MT","Garfield County",1173,1211,19,18
"1624","MT","Glacier County",13778,13609,164,171
"1625","MT","Golden Valley County",823,835,5,17
"1626","MT","Granite County",3309,3595,29,37
"1627","MT","Hill County",16309,16276,233,177
"1628","MT","Jefferson County",12085,13048,110,161
"1629","MT","Judith Basin County",2023,2093,19,20
"1630","MT","Lake County",31134,33338,311,345
"1631","MT","Lewis and Clark County",70973,75011,699,689
"1632","MT","Liberty County",1959,1974,20,15
"1633","MT","Lincoln County",19677,21895,168,308
"1634","MT","McCone County",1729,1676,26,24
"1635","MT","Madison County",8623,9521,63,103
"1636","MT","Meagher County",1927,2071,22,18
"1637","MT","Mineral County",4535,5090,34,78
"1638","MT","Missoula County",117922,121849,1113,940
"1639","MT","Musselshell County",4730,5308,39,90
"1640","MT","Park County",17191,17903,138,199
"1641","MT","Petroleum County",496,554,11,8
"1642","MT","Phillips County",4217,4249,44,55
"1643","MT","Pondera County",5898,6125,71,60
"1644","MT","Powder River County",1694,1743,18,22
"1645","MT","Powell County",6946,7133,41,81
"1646","MT","Prairie County",1088,1112,5,12
"1647","MT","Ravalli County",44174,47738,408,581
"1648","MT","Richland County",11491,11173,144,120
"1649","MT","Roosevelt County",10794,10319,145,185
"1650","MT","Rosebud County",8329,8160,120,115
"1651","MT","Sanders County",12400,13684,109,209
"1652","MT","Sheridan County",3539,3498,34,58
"1653","MT","Silver Bow County",35133,36360,354,496
"1654","MT","Stillwater County",8963,9173,87,127
"1655","MT","Sweet Grass County",3678,3763,24,40
"1656","MT","Teton County",6226,6430,64,87
"1657","MT","Toole County",4971,5133,49,67
"1658","MT","Treasure County",762,772,9,9
"1659","MT","Valley County",7578,7474,84,89
"1660","MT","Wheatland County",2069,2057,26,33
"1661","MT","Wibaux County",937,910,10,21
"1662","MT","Yellowstone County",164731,170843,1822,1679
"1663","NE","Adams County",31205,30899,386,370
"1664","NE","Antelope County",6295,6302,82,72
"1665","NE","Arthur County",434,412,4,5
"1666","NE","Banner County",674,674,6,6
"1667","NE","Blaine County",431,436,7,8
"1668","NE","Boone County",5379,5310,66,79
"1669","NE","Box Butte County",10842,10692,110,136
"1670","NE","Boyd County",1810,1725,10,39
"1671","NE","Brown County",2903,2853,37,41
"1672","NE","Buffalo County",50084,50697,606,428
"1673","NE","Burt County",6722,6727,64,88
"1674","NE","Butler County",8369,8459,96,105
"1675","NE","Cass County",26598,27446,262,259
"1676","NE","Cedar County",8380,8262,84,102
"1677","NE","Chase County",3893,3724,42,59
"1678","NE","Cherry County",5455,5492,76,56
"1679","NE","Cheyenne County",9468,9541,103,129
"1680","NE","Clay County",6104,6116,79,81
"1681","NE","Colfax County",10582,10566,158,66
"1682","NE","Cuming County",9013,8918,121,113
"1683","NE","Custer County",10545,10581,130,132
"1684","NE","Dakota County",21582,21268,375,180
"1685","NE","Dawes County",8199,8133,80,105
"1686","NE","Dawson County",24111,24085,369,241
"1687","NE","Deuel County",1838,1871,20,23
"1688","NE","Dixon County",5606,5491,60,63
"1689","NE","Dodge County",37167,37187,489,448
"1690","NE","Douglas County",584526,589540,7842,4562
"1691","NE","Dundy County",1654,1561,18,15
"1692","NE","Fillmore County",5551,5548,61,87
"1693","NE","Franklin County",2889,2825,24,49
"1694","NE","Frontier County",2519,2585,19,32
"1695","NE","Furnas County",4636,4556,56,57
"1696","NE","Gage County",21704,21634,206,337
"1697","NE","Garden County",1874,1794,17,36
"1698","NE","Garfield County",1813,1763,22,40
"1699","NE","Gosper County",1893,1847,17,25
"1700","NE","Grant County",611,565,8,2
"1701","NE","Greeley County",2188,2219,26,25
"1702","NE","Hall County",62895,62197,923,603
"1703","NE","Hamilton County",9429,9537,108,108
"1704","NE","Harlan County",3073,3045,32,56
"1705","NE","Hayes County",856,846,10,8
"1706","NE","Hitchcock County",2616,2552,29,45
"1707","NE","Holt County",10127,10093,129,123
"1708","NE","Hooker County",711,679,6,11
"1709","NE","Howard County",6475,6527,78,89
"1710","NE","Jefferson County",7240,7054,78,124
"1711","NE","Johnson County",5290,5198,37,67
"1712","NE","Kearney County",6688,6770,80,73
"1713","NE","Keith County",8335,8113,81,130
"1714","NE","Keya Paha County",769,805,5,6
"1715","NE","Kimball County",3434,3289,26,49
"1716","NE","Knox County",8391,8298,83,120
"1717","NE","Lancaster County",322608,326716,3664,2529
"1718","NE","Lincoln County",34676,33365,343,481
"1719","NE","Logan County",716,655,6,4
"1720","NE","Loup County",607,592,3,5
"1721","NE","McPherson County",399,383,4,0
"1722","NE","Madison County",35585,35627,466,368
"1723","NE","Merrick County",7668,7755,86,98
"1724","NE","Morrill County",4555,4504,57,74
"1725","NE","Nance County",3380,3274,38,57
"1726","NE","Nemaha County",7074,7076,82,95
"1727","NE","Nuckolls County",4095,4095,43,57
"1728","NE","Otoe County",15912,16335,197,200
"1729","NE","Pawnee County",2544,2512,31,43
"1730","NE","Perkins County",2858,2795,24,38
"1731","NE","Phelps County",8968,9057,117,114
"1732","NE","Pierce County",7317,7299,93,77
"1733","NE","Platte County",34296,34609,454,306
"1734","NE","Polk County",5214,5228,54,76
"1735","NE","Red Willow County",10702,10457,108,163
"1736","NE","Richardson County",7871,7689,71,121
"1737","NE","Rock County",1262,1271,15,25
"1738","NE","Saline County",14292,14555,172,134
"1739","NE","Sarpy County",190604,199886,2363,1278
"1740","NE","Saunders County",22278,23463,244,241
"1741","NE","Scotts Bluff County",36084,35699,433,434
"1742","NE","Seward County",17609,17671,172,191
"1743","NE","Sheridan County",5127,4928,46,71
"1744","NE","Sherman County",2959,2983,32,39
"1745","NE","Sioux County",1135,1154,12,13
"1746","NE","Stanton County",5842,5856,62,46
"1747","NE","Thayer County",5034,4829,50,88
"1748","NE","Thomas County",669,677,8,11
"1749","NE","Thurston County",6773,6557,132,109
"1750","NE","Valley County",4059,4012,51,57
"1751","NE","Washington County",20865,21152,205,211
"1752","NE","Wayne County",9697,9874,107,72
"1753","NE","Webster County",3395,3351,33,64
"1754","NE","Wheeler County",774,775,13,8
"1755","NE","York County",14125,14356,161,185
"1756","NV","Churchill County",25516,25803,280,376
"1757","NV","Clark County",2265461,2336573,24876,20042
"1758","NV","Douglas County",49488,49545,326,613
"1759","NV","Elko County",53702,54293,566,495
"1760","NV","Esmeralda County",729,736,3,12
"1761","NV","Eureka County",1855,1917,18,28
"1762","NV","Humboldt County",17285,17136,198,202
"1763","NV","Lander County",5734,5769,60,74
"1764","NV","Lincoln County",4499,4452,30,69
"1765","NV","Lyon County",59235,62583,633,835
"1766","NV","Mineral County",4554,4528,35,88
"1767","NV","Nye County",51591,55720,368,991
"1768","NV","Pershing County",6650,6364,50,90
"1769","NV","Storey County",4104,4177,18,49
"1770","NV","Washoe County",486492,498022,5003,4333
"1771","NV","White Pine County",9080,8522,67,111
"1772","NV","Carson City",58639,58036,524,914
"1773","NH","Belknap County",63705,65027,458,831
"1774","NH","Carroll County",50107,52448,310,658
"1775","NH","Cheshire County",76458,77703,656,883
"1776","NH","Coos County",31268,31372,224,569
"1777","NH","Grafton County",91118,93146,662,978
"1778","NH","Hillsborough County",422937,427354,4170,3952
"1779","NH","Merrimack County",153808,157103,1298,1603
"1780","NH","Rockingham County",314176,320689,2877,2945
"1781","NH","Strafford County",130889,133243,1155,1309
"1782","NH","Sullivan County",43063,43969,345,536
"1783","NJ","Atlantic County",274534,275213,2779,2998
"1784","NJ","Bergen County",955732,957736,9117,6960
"1785","NJ","Burlington County",461860,469167,4731,4254
"1786","NJ","Camden County",523485,527196,6227,5011
"1787","NJ","Cape May County",95263,94610,744,1383
"1788","NJ","Cumberland County",154152,152326,1857,1717
"1789","NJ","Essex County",863728,851117,9950,6183
"1790","NJ","Gloucester County",302294,308423,3057,2884
"1791","NJ","Hudson County",724854,705472,8855,3986
"1792","NJ","Hunterdon County",128947,130183,1116,1004
"1793","NJ","Mercer County",387340,381671,4130,3145
"1794","NJ","Middlesex County",863162,863623,8603,6134
"1795","NJ","Monmouth County",643615,642799,6315,5769
"1796","NJ","Morris County",509285,514423,5024,3951
"1797","NJ","Ocean County",637229,659197,10251,7528
"1798","NJ","Passaic County",524118,513395,6332,3852
"1799","NJ","Salem County",64837,65338,721,808
"1800","NJ","Somerset County",345361,348842,3190,2494
"1801","NJ","Sussex County",144221,146132,1416,1358
"1802","NJ","Union County",575345,572726,6624,4013
"1803","NJ","Warren County",109632,111252,1016,1131
"1804","NM","Bernalillo County",676444,671586,6473,6250
"1805","NM","Catron County",3579,3825,22,73
"1806","NM","Chaves County",65157,63561,738,764
"1807","NM","Cibola County",27172,26780,225,368
"1808","NM","Colfax County",12387,12255,85,175
"1809","NM","Curry County",48430,47222,754,531
"1810","NM","De Baca County",1698,1657,14,39
"1811","NM","Doña Ana County",219561,225210,2285,2008
"1812","NM","Eddy County",62314,60275,734,726
"1813","NM","Grant County",28185,27472,214,405
"1814","NM","Guadalupe County",4452,4292,23,59
"1815","NM","Harding County",657,624,0,15
"1816","NM","Hidalgo County",4178,3965,43,61
"1817","NM","Lea County",74455,72101,810,688
"1818","NM","Lincoln County",20269,20029,181,306
"1819","NM","Los Alamos County",19419,19444,170,135
"1820","NM","Luna County",25427,25316,326,403
"1821","NM","McKinley County",72902,68797,756,905
"1822","NM","Mora County",4189,4123,28,56
"1823","NM","Otero County",67839,68835,687,774
"1824","NM","Quay County",8746,8510,62,164
"1825","NM","Rio Arriba County",40363,39876,405,535
"1826","NM","Roosevelt County",19191,18787,228,208
"1827","NM","Sandoval County",148834,155936,1307,1378
"1828","NM","San Juan County",121661,120675,1326,1490
"1829","NM","San Miguel County",27201,26668,223,371
"1830","NM","Santa Fe County",154823,155956,1129,1418
"1831","NM","Sierra County",11576,11488,67,269
"1832","NM","Socorro County",16595,15963,152,212
"1833","NM","Taos County",34489,34405,235,394
"1834","NM","Torrance County",15045,15633,154,238
"1835","NM","Union County",4079,3964,35,59
"1836","NM","Valencia County",76205,79141,837,867
"1837","NY","Albany County",314848,316659,2861,2943
"1838","NY","Allegany County",46456,46651,496,540
"1839","NY","Bronx County",1472654,1356476,16614,10648
"1840","NY","Broome County",198683,196077,1873,2326
"1841","NY","Cattaraugus County",77042,75600,791,1102
"1842","NY","Cayuga County",76248,74485,669,877
"1843","NY","Chautauqua County",127657,124891,1273,1765
"1844","NY","Chemung County",84148,81325,820,1073
"1845","NY","Chenango County",47220,45920,473,650
"1846","NY","Clinton County",79843,78115,676,813
"1847","NY","Columbia County",61570,60470,463,721
"1848","NY","Cortland County",46809,45752,419,536
"1849","NY","Delaware County",44308,44410,354,634
"1850","NY","Dutchess County",295911,297150,2726,2896
"1851","NY","Erie County",954236,946147,9592,9885
"1852","NY","Essex County",37381,36775,267,467
"1853","NY","Franklin County",47555,46502,451,540
"1854","NY","Fulton County",53324,52234,481,757
"1855","NY","Genesee County",58388,57529,542,691
"1856","NY","Greene County",47931,47062,393,617
"1857","NY","Hamilton County",5107,5082,27,78
"1858","NY","Herkimer County",60139,59484,563,776
"1859","NY","Jefferson County",116721,114787,1856,1023
"1860","NY","Kings County",2736074,2561225,31066,16892
"1861","NY","Lewis County",26582,26548,289,299
"1862","NY","Livingston County",61834,61158,518,642
"1863","NY","Madison County",68016,66921,546,684
"1864","NY","Monroe County",759443,748482,7776,7332
"1865","NY","Montgomery County",49532,49368,603,704
"1866","NY","Nassau County",1395774,1381715,14213,10994
"1867","NY","New York County",1694251,1597451,13309,10288
"1868","NY","Niagara County",212666,209457,2001,2746
"1869","NY","Oneida County",232125,227555,2481,2788
"1870","NY","Onondaga County",476516,467873,4930,4744
"1871","NY","Ontario County",112458,112494,983,1118
"1872","NY","Orange County",401310,407470,5585,2933
"1873","NY","Orleans County",40343,39124,391,465
"1874","NY","Oswego County",117525,118162,1148,1242
"1875","NY","Otsego County",58524,60126,483,691
"1876","NY","Putnam County",97668,98060,926,723
"1877","NY","Queens County",2405464,2252196,23304,15544
"1878","NY","Rensselaer County",161130,159305,1496,1674
"1879","NY","Richmond County",495747,490687,4920,4046
"1880","NY","Rockland County",338329,340807,6236,2311
"1881","NY","St. Lawrence County",108505,106940,1022,1193
"1882","NY","Saratoga County",235509,238711,2122,2177
"1883","NY","Schenectady County",158061,159902,1835,1730
"1884","NY","Schoharie County",29714,30105,267,350
"1885","NY","Schuyler County",17898,17507,177,258
"1886","NY","Seneca County",33814,32349,343,397
"1887","NY","Steuben County",93584,92162,993,1185
"1888","NY","Suffolk County",1525920,1523170,16113,12881
"1889","NY","Sullivan County",78624,79920,995,850
"1890","NY","Tioga County",48455,47715,464,531
"1891","NY","Tompkins County",105740,103558,699,718
"1892","NY","Ulster County",181851,182333,1576,1894
"1893","NY","Warren County",65737,65380,525,823
"1894","NY","Washington County",61302,60047,562,738
"1895","NY","Wayne County",91283,90829,900,984
"1896","NY","Westchester County",1004457,990817,10278,7313
"1897","NY","Wyoming County",40531,39532,350,403
"1898","NY","Yates County",24774,24472,345,271
"1899","NC","Alamance County",171415,179165,1944,1926
"1900","NC","Alexander County",36444,36473,352,502
"1901","NC","Alleghany County",10888,11342,102,167
"1902","NC","Anson County",22055,21897,267,367
"1903","NC","Ashe County",26577,27063,205,434
"1904","NC","Avery County",17806,17561,137,239
"1905","NC","Beaufort County",44652,44481,443,683
"1906","NC","Bertie County",17934,16922,152,304
"1907","NC","Bladen County",29606,29484,349,507
"1908","NC","Brunswick County",136693,159964,1127,1921
"1909","NC","Buncombe County",269452,275901,2432,2901
"1910","NC","Burke County",87570,88338,861,1227
"1911","NC","Cabarrus County",225804,240016,2723,1893
"1912","NC","Caldwell County",80652,80574,753,1228
"1913","NC","Camden County",10355,11137,77,111
"1914","NC","Carteret County",67686,69615,488,990
"1915","NC","Caswell County",22736,22807,192,355
"1916","NC","Catawba County",160610,164645,1670,2019
"1917","NC","Chatham County",76285,81624,689,828
"1918","NC","Cherokee County",28774,29959,285,481
"1919","NC","Chowan County",13708,13891,137,240
"1920","NC","Clay County",11089,11864,90,169
"1921","NC","Cleveland County",99519,101378,1127,1427
"1922","NC","Columbus County",50623,50121,583,823
"1923","NC","Craven County",100720,102391,1257,1287
"1924","NC","Cumberland County",334728,337890,5281,3231
"1925","NC","Currituck County",28100,31593,290,288
"1926","NC","Dare County",36915,38110,283,395
"1927","NC","Davidson County",168930,174804,1779,2174
"1928","NC","Davie County",42712,44599,420,569
"1929","NC","Duplin County",48715,49520,720,656
"1930","NC","Durham County",324833,336892,4190,2280
"1931","NC","Edgecombe County",48900,48832,592,716
"1932","NC","Forsyth County",382590,392921,4504,3955
"1933","NC","Franklin County",68573,77001,846,735
"1934","NC","Gaston County",227943,237242,2752,2822
"1935","NC","Gates County",10478,10343,86,159
"1936","NC","Graham County",8030,8052,96,115
"1937","NC","Granville County",60992,62192,644,689
"1938","NC","Greene County",20451,20530,199,235
"1939","NC","Guilford County",541299,549866,5862,5185
"1940","NC","Halifax County",48622,47298,528,785
"1941","NC","Harnett County",133568,141477,1858,1299
"1942","NC","Haywood County",62089,62969,519,964
"1943","NC","Henderson County",116281,119230,1032,1552
"1944","NC","Hertford County",21552,19453,183,307
"1945","NC","Hoke County",52082,54446,932,479
"1946","NC","Hyde County",4589,4607,38,54
"1947","NC","Iredell County",186693,199710,2016,1908
"1948","NC","Jackson County",43109,44574,346,428
"1949","NC","Johnston County",215999,241955,2831,1923
"1950","NC","Jones County",9172,9401,96,164
"1951","NC","Lee County",63285,67059,783,751
"1952","NC","Lenoir County",55122,54895,657,897
"1953","NC","Lincoln County",86810,95675,932,989
"1954","NC","McDowell County",44578,44893,392,653
"1955","NC","Macon County",37014,38412,323,606
"1956","NC","Madison County",21193,22071,189,295
"1957","NC","Martin County",22031,21447,218,397
"1958","NC","Mecklenburg County",1115482,1163701,15062,7093
"1959","NC","Mitchell County",14903,14999,115,269
"1960","NC","Montgomery County",25751,26085,253,381
"1961","NC","Moore County",99727,106898,1192,1345
"1962","NC","Nash County",94970,96551,1076,1174
"1963","NC","New Hanover County",225702,238852,2215,2266
"1964","NC","Northampton County",17471,16715,161,319
"1965","NC","Onslow County",204576,213676,3888,1563
"1966","NC","Orange County",148696,150626,1195,922
"1967","NC","Pamlico County",12276,12423,87,212
"1968","NC","Pasquotank County",40568,41444,429,489
"1969","NC","Pender County",60203,68521,672,732
"1970","NC","Perquimans County",13005,13377,114,199
"1971","NC","Person County",39097,39737,424,518
"1972","NC","Pitt County",170243,175119,2059,1614
"1973","NC","Polk County",19328,20060,136,332
"1974","NC","Randolph County",144171,147458,1550,1860
"1975","NC","Richmond County",42946,42324,526,685
"1976","NC","Robeson County",116530,117365,1862,1702
"1977","NC","Rockingham County",91096,92518,919,1387
"1978","NC","Rowan County",146875,151661,1626,1941
"1979","NC","Rutherford County",64444,65507,630,1016
"1980","NC","Sampson County",59036,59601,813,826
"1981","NC","Scotland County",34174,34376,412,515
"1982","NC","Stanly County",62504,65699,704,844
"1983","NC","Stokes County",44520,45532,421,675
"1984","NC","Surry County",71359,71462,737,1053
"1985","NC","Swain County",14117,13916,166,254
"1986","NC","Transylvania County",32986,33549,245,483
"1987","NC","Tyrrell County",3245,3461,40,49
"1988","NC","Union County",238267,256452,2512,1806
"1989","NC","Vance County",42578,42301,522,631
"1990","NC","Wake County",1129410,1190275,13218,6484
"1991","NC","Warren County",18642,18836,175,303
"1992","NC","Washington County",11003,10713,111,194
"1993","NC","Watauga County",54086,54748,306,446
"1994","NC","Wayne County",117333,118686,1593,1352
"1995","NC","Wilkes County",65969,66013,681,973
"1996","NC","Wilson County",78784,78970,887,1074
"1997","NC","Yadkin County",37214,37774,381,527
"1998","NC","Yancey County",18470,18938,174,299
"1999","ND","Adams County",2200,2163,20,28
"2000","ND","Barnes County",10853,10726,85,144
"2001","ND","Benson County",5964,5745,104,89
"2002","ND","Billings County",945,1034,14,7
"2003","ND","Bottineau County",6379,6349,74,69
"2004","ND","Bowman County",2993,2867,30,35
"2005","ND","Burke County",2201,2134,22,21
"2006","ND","Burleigh County",98458,100012,1144,820
"2007","ND","Cass County",184525,196362,2408,1273
"2008","ND","Cavalier County",3704,3596,36,47
"2009","ND","Dickey County",4999,4900,58,71
"2010","ND","Divide County",2195,2135,19,30
"2011","ND","Dunn County",4095,4019,69,41
"2012","ND","Eddy County",2347,2263,31,47
"2013","ND","Emmons County",3301,3224,36,48
"2014","ND","Foster County",3397,3309,37,43
"2015","ND","Golden Valley County",1736,1743,18,19
"2016","ND","Grand Forks County",73170,72708,853,546
"2017","ND","Grant County",2301,2215,21,43
"2018","ND","Griggs County",2306,2248,23,29
"2019","ND","Hettinger County",2489,2415,24,27
"2020","ND","Kidder County",2394,2342,20,28
"2021","ND","LaMoure County",4093,4096,51,44
"2022","ND","Logan County",1876,1869,30,26
"2023","ND","McHenry County",5345,5131,62,72
"2024","ND","McIntosh County",2530,2488,30,48
"2025","ND","McKenzie County",14704,14252,219,90
"2026","ND","McLean County",9771,9832,93,109
"2027","ND","Mercer County",8350,8309,78,97
"2028","ND","Morton County",33291,33895,418,345
"2029","ND","Mountrail County",9809,9383,151,95
"2030","ND","Nelson County",3015,2991,25,45
"2031","ND","Oliver County",1877,1879,18,9
"2032","ND","Pembina County",6844,6661,61,88
"2033","ND","Pierce County",3990,3902,28,62
"2034","ND","Ramsey County",11605,11463,134,143
"2035","ND","Ransom County",5703,5603,51,72
"2036","ND","Renville County",2282,2279,28,30
"2037","ND","Richland County",16529,16558,169,138
"2038","ND","Rolette County",12187,11728,166,189
"2039","ND","Sargent County",3862,3776,42,47
"2040","ND","Sheridan County",1265,1266,8,19
"2041","ND","Sioux County",3898,3643,55,61
"2042","ND","Slope County",706,674,6,4
"2043","ND","Stark County",33646,33001,484,273
"2044","ND","Steele County",1798,1782,18,19
"2045","ND","Stutsman County",21593,21392,204,235
"2046","ND","Towner County",2162,2030,22,26
"2047","ND","Traill County",7997,7908,77,92
"2048","ND","Walsh County",10563,10305,125,126
"2049","ND","Ward County",69919,68332,1001,531
"2050","ND","Wells County",3982,3876,29,60
"2051","ND","Williams County",40950,39113,620,245
"2052","OH","Adams County",27477,27521,327,427
"2053","OH","Allen County",102206,100838,1209,1236
"2054","OH","Ashland County",52447,52190,571,691
"2055","OH","Ashtabula County",97574,96845,1010,1328
"2056","OH","Athens County",62431,62706,456,607
"2057","OH","Auglaize County",46422,46050,522,548
"2058","OH","Belmont County",66497,64918,483,940
"2059","OH","Brown County",43676,43777,482,600
"2060","OH","Butler County",390357,393043,4310,3737
"2061","OH","Carroll County",26721,26758,229,385
"2062","OH","Champaign County",38714,38845,432,476
"2063","OH","Clark County",136001,134610,1535,1933
"2064","OH","Clermont County",208601,211972,2190,2154
"2065","OH","Clinton County",42018,41938,484,556
"2066","OH","Columbiana County",101877,100182,958,1415
"2067","OH","Coshocton County",36612,36869,424,476
"2068","OH","Crawford County",42025,41529,442,630
"2069","OH","Cuyahoga County",1264817,1233088,13037,13916
"2070","OH","Darke County",51881,51415,586,664
"2071","OH","Defiance County",38286,38315,407,457
"2072","OH","Delaware County",214124,231636,2162,1420
"2073","OH","Erie County",75622,74035,656,993
"2074","OH","Fairfield County",158921,165360,1727,1605
"2075","OH","Fayette County",28951,28817,337,416
"2076","OH","Franklin County",1323807,1326063,17429,10554
"2077","OH","Fulton County",42713,42007,440,509
"2078","OH","Gallia County",29220,28986,319,430
"2079","OH","Geauga County",95397,95407,914,962
"2080","OH","Greene County",167966,169691,1649,1652
"2081","OH","Guernsey County",38438,38089,410,595
"2082","OH","Hamilton County",830639,827058,10244,8060
"2083","OH","Hancock County",74920,74704,840,851
"2084","OH","Hardin County",30696,30368,365,428
"2085","OH","Harrison County",14483,14159,135,250
"2086","OH","Henry County",27662,27520,306,348
"2087","OH","Highland County",43317,43614,556,600
"2088","OH","Hocking County",28050,27540,276,402
"2089","OH","Holmes County",44223,44386,779,366
"2090","OH","Huron County",58565,58199,650,710
"2091","OH","Jackson County",32653,32606,377,471
"2092","OH","Jefferson County",65249,64026,533,1042
"2093","OH","Knox County",62721,63320,756,717
"2094","OH","Lake County",232603,231640,2074,2758
"2095","OH","Lawrence County",58240,56118,524,962
"2096","OH","Licking County",178519,183201,1902,1900
"2097","OH","Logan County",46150,46057,524,537
"2098","OH","Lorain County",312964,317910,3200,3558
"2099","OH","Lucas County",431279,425484,4957,4811
"2100","OH","Madison County",43824,44602,449,474
"2101","OH","Mahoning County",228614,225596,2379,3197
"2102","OH","Marion County",65359,64851,723,845
"2103","OH","Medina County",182470,184042,1667,1761
"2104","OH","Meigs County",22210,21767,207,374
"2105","OH","Mercer County",42528,42439,650,437
"2106","OH","Miami County",108774,110876,1147,1280
"2107","OH","Monroe County",13385,13153,121,220
"2108","OH","Montgomery County",537309,533796,6115,6581
"2109","OH","Morgan County",13802,13646,137,231
"2110","OH","Morrow County",34950,35595,373,392
"2111","OH","Muskingum County",86410,86305,985,1045
"2112","OH","Noble County",14115,14311,147,149
"2113","OH","Ottawa County",40364,39803,280,573
"2114","OH","Paulding County",18806,18706,220,224
"2115","OH","Perry County",35408,35551,379,430
"2116","OH","Pickaway County",58539,61086,625,701
"2117","OH","Pike County",27088,27001,315,436
"2118","OH","Portage County",161791,162665,1363,1720
"2119","OH","Preble County",40999,40556,401,534
"2120","OH","Putnam County",34451,34199,416,370
"2121","OH","Richland County",124936,125064,1354,1638
"2122","OH","Ross County",77093,76501,776,1068
"2123","OH","Sandusky County",58896,58709,577,762
"2124","OH","Scioto County",74008,71969,731,1152
"2125","OH","Seneca County",55069,54527,592,669
"2126","OH","Shelby County",48230,47765,619,546
"2127","OH","Stark County",374853,372716,3934,4637
"2128","OH","Summit County",540428,535733,5430,6346
"2129","OH","Trumbull County",201977,200373,1974,2854
"2130","OH","Tuscarawas County",93263,91874,1131,1206
"2131","OH","Union County",62784,69637,723,497
"2132","OH","Van Wert County",28931,28704,339,361
"2133","OH","Vinton County",12800,12474,149,220
"2134","OH","Warren County",242337,252148,2462,2078
"2135","OH","Washington County",59771,58577,524,849
"2136","OH","Wayne County",116894,116510,1410,1346
"2137","OH","Williams County",37102,36591,404,471
"2138","OH","Wood County",132248,132650,1254,1232
"2139","OH","Wyandot County",21900,21457,209,299
"2140","OK","Adair County",19495,19627,313,319
"2141","OK","Alfalfa County",5699,5673,41,47
"2142","OK","Atoka County",14143,14525,133,177
"2143","OK","Beaver County",5049,5018,64,57
"2144","OK","Beckham County",22410,22042,221,285
"2145","OK","Blaine County",8735,8539,120,147
"2146","OK","Bryan County",46067,48967,526,644
"2147","OK","Caddo County",26945,26214,307,419
"2148","OK","Canadian County",154405,175829,1977,1185
"2149","OK","Carter County",48003,48596,608,747
"2150","OK","Cherokee County",47078,48185,514,588
"2151","OK","Choctaw County",14204,14276,177,290
"2152","OK","Cimarron County",2296,2191,23,31
"2153","OK","Cleveland County",295528,301193,2688,2227
"2154","OK","Coal County",5266,5266,65,94
"2155","OK","Comanche County",121125,121574,1553,1286
"2156","OK","Cotton County",5527,5427,57,104
"2157","OK","Craig County",14107,14494,159,216
"2158","OK","Creek County",71754,73332,774,945
"2159","OK","Custer County",28513,28266,357,328
"2160","OK","Delaware County",40397,41703,436,705
"2161","OK","Dewey County",4484,4286,63,80
