"","State","County","Poverty_All_Ages_2023","Poverty_Pct_All_Ages_2023","Poverty_0to17_2023","Rural_Urban_Code_2023"
"3119","WI","Vilas County",2941,12.3,624,9
"3120","WI","Walworth County",10790,10.5,2086,4
"3121","WI","Washburn County",1815,10.8,465,8
"3122","WI","Washington County",8274,6,1650,1
"3123","WI","Waukesha County",22694,5.5,3730,1
"3124","WI","Waupaca County",6055,12.1,1528,6
"3125","WI","Waushara County",2490,10.5,620,8
"3126","WI","Winnebago County",17108,10.3,3840,3
"3127","WI","Wood County",7158,9.8,1934,4
"3128","WY","Albany County",5922,16.7,679,4
"3129","WY","Big Horn County",1479,12.6,443,9
"3130","WY","Campbell County",3987,8.5,1168,5
"3131","WY","Carbon County",1561,11.4,403,7
"3132","WY","Converse County",1422,10.4,433,6
"3133","WY","Crook County",534,7.1,172,9
"3134","WY","Fremont County",5248,13.5,1727,7
"3135","WY","Goshen County",1662,14.4,374,7
"3136","WY","Hot Springs County",507,11.1,146,9
"3137","WY","Johnson County",730,8.4,159,9
"3138","WY","Laramie County",9587,9.6,2696,3
"3139","WY","Lincoln County",1450,7,420,9
"3140","WY","Natrona County",8266,10.5,2177,3
"3141","WY","Niobrara County",333,15.8,89,9
"3142","WY","Park County",2930,9.7,728,7
"3143","WY","Platte County",931,11,258,8
"3144","WY","Sheridan County",2993,9.4,707,7
"3145","WY","Sublette County",681,7.6,154,9
"3146","WY","Sweetwater County",4056,10,1146,5
"3147","WY","Teton County",1429,6.2,221,7
"3148","WY","Uinta County",2109,10.3,619,7
"3149","WY","Washakie County",929,12.3,260,9
"3150","WY","Weston County",710,11.4,175,9
